alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1707259234.7395,elite,1739.2275983954,1613994582.3924,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Phoenix,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.4484,-112.074,false,"Cox Communications Inc.",true,Arizona,success,America/Phoenix,85001,1706832711,1707260520.3034,4145,socks5,72.206.181.103:4145,true,952.86107063293,928033,162853,85.071492346588,72.206.181.103
true,1707260379.9393,elite,4844.2567763121,1707221016.9434,"AS16276 OVH SAS",OVH,Gravelines,Europe,EU,France,FR,,true,"OVH SAS",50.9871,2.12554,false,OVH,true,Hauts-de-France,success,Europe/Paris,59820,1707221018,1707260520.2557,33356,socks4,51.75.125.208:33356,true,4258.2495212555,230,293,43.977055449331,51.75.125.208
true,1707260520.2537,elite,8347.7527443367,1706965365.1154,"AS210644 AEZA INTERNATIONAL LTD",AEZA-AS,"Nizhniy Novgorod",Europe,EU,Russia,RU,,false,AEZA-NETWORK-VIENNA,56.312,43.9964,false,"Aeza Network Vienna",false,"Nizhny Novgorod Oblast",success,Europe/Moscow,431677,1706967000,1707260520.2537,34365,socks5,92.246.139.106:34365,true,14861.881256104,395,3821,9.3690702087287,92.246.139.106
true,1707260280.2946,elite,1522.2397310147,1612114071.5002,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Phoenix,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.4484,-112.074,false,"Cox Communications",true,Arizona,success,America/Phoenix,85001,1706832698,1707260520.2136,4145,socks4,72.210.252.137:4145,true,813.58337402344,503195,65006,88.559330237011,72.210.252.137
true,1707260520.2014,elite,2107.8345379382,1700838397.3875,"AS50581 Ukrainian Telecommunication Group LLC",UTG,Kaharlyk,Europe,EU,Ukraine,UA,,false,"Ukrainian Telecommunication Group LLC",49.8639,30.8339,false,"Ukraine telecommunication group Ltd",true,"Kyiv Oblast",success,Europe/Kyiv,09201,1706833218,1707260520.2014,4153,socks4,31.43.33.55:4153,true,197.8611946106,6613,40543,14.023666129443,31.43.33.55
true,1707258883.8302,transparent,1874.5868207444,1705870215.8889,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,"Hetzner Online GmbH",true,Uusimaa,success,Europe/Helsinki,00131,1707080414,1707260520.1713,3128,http,37.27.0.53:3128,true,1411.8206501007,3359,2976,53.022888713496,37.27.0.53
true,1707260520.1347,transparent,5245.2270379197,1626854930.213,"AS9299 Philippine Long Distance Telephone Company",IPG-AS-AP,"Antipolo City",Asia,AS,Philippines,PH,,false,"Philippine Long Distance Telephone Co.",14.5653,121.1078,false,"Transcom CY Inc.",true,Calabarzon,success,Asia/Manila,1870,1706715085,1707260520.1347,8090,http,122.3.41.154:8090,false,4563.873052597,299081,410683,42.138090971083,122.3.41.154
true,1707260520.1252,transparent,4503.7686008116,1707171555.0202,"AS269857 FIBER DIGITAL S.R.L","FIBER DIGITAL S.R.L",Lima,"South America",SA,Peru,PE,,false,"Fiber Digital S.R.L",-12.0432,-77.0282,true,"Fiber Digital S.R.L",false,"Lima Province",success,America/Lima,,1707172010,1707260520.1252,999,http,45.189.116.89:999,false,1242.8719997406,181,927,16.335740072202,45.189.116.89
true,1707260520.1138,elite,4404.3262692713,1706617316.3077,"AS21499 Host Europe GmbH",GODADDY-SXB,Strasbourg,Europe,EU,France,FR,,false,"Host Europe GmbH",48.5855,7.7418,false,"GCN SXB1",true,"Grand Est",success,Europe/Paris,67000,1707222161,1707260520.1138,21683,socks4,92.205.129.134:21683,true,2285.4797840118,2405,6270,27.723342939481,92.205.129.134
true,1707260279.8798,elite,833.72949919094,1694769148.6014,"AS133481 AIS Fibre",AIS-Fibre-AS-AP,Bangkok,Asia,AS,Thailand,TH,,false,"Advanced Wireless Network Company Limited",13.7512,100.5172,false,"AIS Fibre",true,Bangkok,success,Asia/Bangkok,10200,1707207464,1707260520.0803,5000,http,49.228.131.169:5000,false,730.1709651947,26519,32183,45.175632857484,49.228.131.169
true,1707260520.0802,transparent,4902.4602456181,1705335986.3415,"AS199276 Tele.Co.Albania SHPK",ermal,Fier,Europe,EU,Albania,AL,,false,"Teleco Eighth",40.7267,19.5612,false,,true,"Fier County",success,Europe/Tirane,,1707150777,1707260520.0802,8989,http,77.247.95.69:8989,false,873.87299537659,1886,19385,8.8665318978891,77.247.95.69
true,1707260520.0656,elite,5410.1625606259,1702139768.8065,"AS51167 Contabo GmbH",CONTABO,Düsseldorf,Europe,EU,Germany,DE,,true,"Contabo GmbH",51.2277,6.77346,false,"TerraTransit AG",true,"North Rhine-Westphalia",success,Europe/Berlin,40213,1706832389,1707260520.0656,51856,socks4,109.123.254.43:51856,true,3532.5253009796,7044,33165,17.518466015071,109.123.254.43
true,1707251488.7625,elite,1477.3363402906,1693591344.655,"AS56046 China Mobile communications corporation",CMNET-Jiangsu-AP,Suzhou,Asia,AS,China,CN,,false,"China Unicom Jiangsu Province network",31.299,120.585,true,,true,Jiangsu,success,Asia/Shanghai,,1706832411,1707260520.0503,80,http,103.213.97.74:80,false,973.80352020264,115072,6026,95.023864968868,103.213.97.74
true,1707260520.0432,elite,1066.8126226138,1661084998.6949,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",ALIBABA-CN-NET,Beijing,Asia,AS,China,CN,,true,"Hangzhou Alibaba Advertising Co",39.911,116.395,false,"Aliyun Computing Co., LTD",true,Beijing,success,Asia/Shanghai,,1706832609,1707260520.0432,8090,http,39.107.33.254:8090,false,4826.9820213318,265756,154449,63.244368819981,39.107.33.254
true,1707259804.1078,elite,1661.1531619755,1671032286.2393,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Shenzhen,Asia,AS,China,CN,,false,"China Mobile communications corporation",22.5431,114.058,true,"China Mobile",true,Guangdong,success,Asia/Shanghai,,1706832514,1707260520.0207,9002,http,120.234.203.171:9002,false,1149.7600078583,281724,14588,95.076810929021,120.234.203.171
true,1707260520.0138,elite,2647.0800224329,1607122403.8909,"AS45629 JasTel Network International Gateway",JASTEL-NETWORK-TH-AP,"Nakhon Pathom",Asia,AS,Thailand,TH,,false,"Triple T Broadband Public Company Limited",13.8667,100.1917,false,"Triple T Broadband Public Company Limited",true,"Nakhon Pathom",success,Asia/Bangkok,73000,1706832911,1707260520.0138,34676,socks4,183.88.219.206:34676,true,8180.9833049774,128175,471287,21.381672232769,183.88.219.206
true,1707260519.8656,transparent,5483.2341104708,1674655679.3809,"AS140171 Reis Network Solutions",REISNS-AS-IN,Kotapārh,Asia,AS,India,IN,,false,"Reis Network Solutions",19.1426,82.3254,false,"Reisnet Broadband Private Limited",true,Chhattisgarh,success,Asia/Kolkata,,1706685855,1707260519.8656,83,http,103.156.201.170:83,true,2409.3759059906,4687,34770,11.878754086727,103.156.201.170
true,1707260519.8029,transparent,5738.67910763,1707176471.7085,"AS8151 UNINET",UNINET,"Centro Municipality","North America",NA,Mexico,MX,,false,"Uninet S.A. de C.V.",18.0194,-92.9028,false,"Uninet S.A. de C.V.",false,Tabasco,success,America/Mexico_City,86017,1707176768,1707260519.8029,999,http,189.230.2.198:999,false,1826.9696235657,159,888,15.186246418338,189.230.2.198
true,1707260519.7738,elite,6284.0124424265,1706121421.2881,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2069,-111.642,false,"Unified Layer",true,Utah,success,America/Denver,84606,1706745596,1707260519.7738,56457,socks5,192.163.204.80:56457,true,8990.4365539551,3110,13113,19.17031375208,192.163.204.80
true,1707260493.6306,elite,3118.8214442759,1681830966.1946,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Rongcheng,Asia,AS,China,CN,,false,Chinanet,30.6007,117.925,false,"Chinanet AH",true,Anhui,success,Asia/Shanghai,,1706766088,1707260519.7426,8089,http,117.69.236.69:8089,false,3302.784204483,749,20941,3.453204241586,117.69.236.69
true,1707260507.7759,elite,5517.4455572016,1706422852.5949,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"North Bergen","North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.793,-74.0247,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07047,1707028294,1707260519.7387,55177,socks4,68.183.140.104:55177,true,7884.348154068,3004,8417,26.302425356799,68.183.140.104
true,1707260519.7374,elite,7665.7085044325,1707208584.9329,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",false,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1707209297,1707260519.7374,53164,socks4,132.148.245.247:53164,true,8470.3085422516,242,441,35.431918008785,132.148.245.247
true,1707260519.6968,transparent,3610.6775937409,1705927691.1102,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Fuzhou,Asia,AS,China,CN,,false,"China Unicom CHINA169 Fujian Province Network",26.0492,119.2906,true,,true,Fujian,success,Asia/Shanghai,,1707137387,1707260519.6968,3128,http,112.111.28.74:3128,false,4463.5200500488,9979,4934,66.914772346275,112.111.28.74
true,1707260519.6379,transparent,5628.6444479468,1696683499.9325,"AS149350 PT Pusaka Kreasi Mandiri",IDNIC-KUMARAHOTSPOT-AS-ID,Depok,Asia,AS,Indonesia,ID,,false,"PT Pusaka Kreasi Mandiri",-6.3966,106.8164,false,"PT Pusaka Kreasi Mandiri",true,"West Java",success,Asia/Jakarta,,1706832599,1707260519.6379,8181,http,103.179.252.49:8181,false,2836.9483947754,8243,87279,8.6294256820418,103.179.252.49
true,1707260519.6272,elite,2364.6995877537,1653591531.2269,"AS43618 INFORCELRA SL",ASN-INFORCELRA,Empuriabrava,Europe,EU,Spain,ES,,false,"Inforcelra SLU",42.2443,3.1213,false,"Inforcelra SLU",true,Catalonia,success,Europe/Madrid,17487,1706832702,1707260519.6272,54321,socks4,185.161.186.133:54321,true,1258.460521698,47376,249197,15.97448183078,185.161.186.133
true,1707260519.6202,transparent,6000.3803237872,1661572593.1195,"AS45725 Kings Network Indonesia, PT",KINGS-AS-ID,Bekasi,Asia,AS,Indonesia,ID,,false,"PT. KINGS NETWORK INDONESIA",-6.2352,106.9922,false,,true,"West Java",success,Asia/Jakarta,,1706758025,1707260519.6202,3125,http,180.211.91.40:3125,false,10338.174104691,6700,174248,3.702721223777,180.211.91.40
true,1707260261.8276,transparent,4875.4372635997,1706849774.4883,"AS13489 EPM Telecomunicaciones S.A. E.S.P.","EPM Telecomunicaciones S.A. E.S.P.",Barranquilla,"South America",SA,Colombia,CO,,false,"EPM Telecomunicaciones S.A. E.S.P.",11.0071,-74.8092,false,"EPM Telecomunicaciones S.A. E.S.P",true,Atlántico,success,America/Bogota,080001,1706849777,1707260519.5935,8080,http,190.7.138.78:8080,true,10108.52432251,2733,2440,52.832012371931,190.7.138.78
true,1707260519.5629,elite,2443.4872826668,1672669703.3044,"AS204818 HOSTEUR SAS",HOSTEUR-NET-CORE,Marseille,Europe,EU,France,FR,,true,"Hosteur SAS",43.2965,5.36978,false,"WAN TDF Vmnetwork01 PXE",true,"Provence-Alpes-Côte d'Azur",success,Europe/Paris,13000,1706944086,1707260519.5629,80,http,45.92.108.112:80,false,4774.0333080292,19836,82187,19.442674691001,45.92.108.112
true,1707259711.4175,elite,872.75747184627,1688527654.6465,"AS137952 ANGKOR E & C (CAMBODIA) Co.,Ltd.",ANGKORENC-AS-AP,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"ANGKOR E & C (CAMBODIA) Co., Ltd.",11.5583,104.9121,false,"ANGKOR E & C (CAMBODIA) Co., Ltd",true,"Phnom Penh",success,Asia/Phnom_Penh,,1706756980,1707260519.5572,8080,http,103.118.47.243:8080,false,952.9983997345,16259,33434,32.718894009217,103.118.47.243
true,1707260519.554,elite,5321.1682956164,1706124103.7323,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6918,3.2021,false,"OVH ISP",true,Hauts-de-France,success,Europe/Paris,59100,1706728916,1707260519.554,6067,socks4,91.121.163.199:6067,true,1138.3798122406,3650,11236,24.519682923552,91.121.163.199
true,1707260519.527,transparent,2784.2412945492,1707149355.0192,"AS131341 Department of Information Technology, Government of Nepal",DOITGON-AS-AP,Kathmandu,Asia,AS,Nepal,NP,"New Baneshwor",false,"Department of Information Technology, Government of Nepal",27.691,85.3319,false,"DoIT Public IP Pool2",false,"Bagmati Province",success,Asia/Kathmandu,,1707149905,1707260519.527,8080,http,103.69.125.110:8080,false,2181.9865703583,154,1204,11.340206185567,103.69.125.110
true,1707260519.4748,elite,6528.2483972689,1706341605.4645,"AS40021 Nubes, LLC",NL-811-40021,"St Louis","North America",NA,"United States",US,,false,"Nubes, LLC",38.6364,-90.1985,false,"Contabo Inc",true,Missouri,success,America/Chicago,63101,1706952747,1707260519.4748,43066,socks4,207.244.229.34:43066,true,10057.663679123,2877,9630,23.003118253778,207.244.229.34
true,1707258472.8766,elite,2564.5121027152,1701988339.9485,"AS210644 AEZA INTERNATIONAL LTD",AEZA-AS,Moscow,Europe,EU,Russia,RU,,false,"Aeza International LTD",55.7483,37.6171,false,"Aeza Group LLC",true,Moscow,success,Europe/Moscow,129110,1706832476,1707260519.4576,80,http,109.107.189.214:80,false,294.55161094666,20327,26408,43.494169252166,109.107.189.214
true,1707260519.4386,transparent,6216.5580696865,1629073404.0071,"AS131111 PT Mora Telematika Indonesia",CEPATNET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,CEPATNET,-6.20309,106.845,false,,true,Jakarta,success,Asia/Jakarta,,1706832551,1707260519.4386,3128,http,103.123.64.234:3128,false,5711.2185955048,106869,819690,11.533965996769,103.123.64.234
true,1707260519.36,elite,5403.1011982711,1706230648.5165,"AS396073 Majestic Hosting Solutions, LLC",MAJESTIC-HOSTING-01,Dallas,"North America",NA,"United States",US,,true,"Majestic Hosting Solutions, LLC",32.7797,-96.8022,false,"Majestic Hosting Solutions, LLC",true,Texas,success,America/Chicago,75270,1706835526,1707260519.36,20457,socks4,147.124.212.31:20457,true,10730.241537094,2935,10992,21.07417247074,147.124.212.31
true,1707260307.2491,transparent,527.20709842244,1691073296.7678,"AS12430 VODAFONE ESPANA S.A.U.",VODAFONE_ES,Valladolid,Europe,EU,Spain,ES,,false,"Vodafone-BB Global",41.6526,-4.7343,false,"Vodafone Espana S.A.U.",true,"Castille and León",success,Europe/Madrid,47001,1706832645,1707260519.3266,3128,http,188.87.137.45:3128,false,134.94300842285,77729,64743,54.557386714583,188.87.137.45
true,1707260519.294,transparent,5518.0709302035,1698243337.5171,"AS266742 SOLUCIONES DCN NETWORK C.A","SOLUCIONES DCN NETWORK C.A",Caracas,"South America",SA,Venezuela,VE,,false,"Soluciones DCN Network C.A",10.4873,-66.8738,false,"Soluciones DCN Network C.A",true,"Distrito Federal",success,America/Caracas,,1706832803,1707260519.294,999,http,45.230.171.41:999,false,3709.4991207123,7632,73973,9.3523681146989,45.230.171.41
true,1707260470.2533,elite,4769.8294777102,1707208617.1109,"AS51167 Contabo GmbH",CONTABO,Nuremberg,Europe,EU,Germany,DE,,true,"Contabo GmbH",49.405,11.1617,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,90475,1707208617,1707260519.2542,47649,socks4,213.136.75.65:47649,true,3125.6561279297,267,424,38.639652677279,213.136.75.65
true,1707260324.1505,transparent,5877.3332919928,1707029782.0194,"AS19037 AMX Argentina S.A.","AMX Argentina S.A.","San Telmo","South America",SA,Argentina,AR,,false,"AMX Argentina S.A.",-34.6241,-58.3658,false,"Techtel LMDS Comunicaciones Interactivas S.A",false,"Buenos Aires F.D.",success,America/Argentina/Buenos_Aires,1871,1707030218,1707260519.2502,8080,http,190.220.228.147:8080,false,3277.7526378632,1433,1467,49.413793103448,190.220.228.147
true,1707260519.2415,transparent,5932.5871351371,1698015845.9233,"AS28146 MHNET TELECOM","MHNET TELECOM","Pato Branco","South America",SA,Brazil,BR,,false,"Mhnet Telecom",-26.2247,-52.6785,false,"Mhnet Telecom",true,Parana,success,America/Sao_Paulo,,1706832642,1707260519.2415,3128,http,177.75.96.18:3128,false,8033.2772731781,3549,79886,4.253610595074,177.75.96.18
true,1707260519.1683,elite,6790.271105518,1706925940.0769,"AS395092 Shock Hosting LLC",SHOCK-1,Sydney,Oceania,OC,Australia,AU,,true,"Shock Hosting LLC",-33.8715,151.2006,false,Shock,true,"New South Wales",success,Australia/Sydney,2000,1706926251,1707260519.1683,30230,socks4,203.96.177.211:30230,true,5416.6145324707,1480,2905,33.751425313569,203.96.177.211
true,1707260519.138,elite,3143.1653787115,1661193260.2565,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Zhangzhou,Asia,AS,China,CN,Neimeng,false,"China Unicom Neimeng Province Network",24.6391,117.199,false,,true,Fujian,success,Asia/Shanghai,,1706898526,1707260519.138,8060,http,1.27.226.210:8060,false,2138.4596824646,41819,184672,18.463868321479,1.27.226.210
true,1707260519.1266,elite,4678.316752582,1707145682.4641,"AS201446 Soluciones web on line s.l.",PROFESIONALHOSTING,Madrid,Europe,EU,Spain,ES,,true,"Soluciones web on line s.l.",40.436,-3.6515,false,,true,Madrid,success,Europe/Madrid,28017,1707145685,1707260519.1266,50408,socks5,185.23.118.252:50408,true,2368.2610988617,682,1072,38.882554161916,185.23.118.252
true,1707260519.1181,transparent,5172.2828725084,1706543705.8571,"AS38511 PT Remala Abadi",TACHYON-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,"PT Remala Abadi",-6.24205,106.842,false,,false,Jakarta,success,Asia/Jakarta,,1707148569,1707260519.1181,3129,http,101.255.208.18:3129,true,5799.391746521,1206,7470,13.900414937759,101.255.208.18
true,1707259597.0712,elite,4207.8511858806,1705249898.7242,"AS142403 YISU CLOUD LTD",YISUCLOUDLTD-HK,"Kwai Chung",Asia,AS,"Hong Kong",HK,,false,"Yisu Cloud LTD",22.3692,114.132,false,"Yisu Cloud LTD",true,"Tsuen Wan District",success,Asia/Hong_Kong,,1707064668,1707260519.0914,3128,http,39.109.113.97:3128,false,3589.0376567841,14091,8466,62.468413352839,39.109.113.97
true,1707260459.1424,transparent,6128.5423681564,1676652943.5439,"AS266245 Burda Comercio e Serviços Ltda Me","Burda Comercio e Serviços Ltda Me",Maracaju,"South America",SA,Brazil,BR,,false,"Burda Comercio e Serviços Ltda Me",-21.425,-55.5458,false,"Burda Comercio e Serviços Ltda Me",true,"Mato Grosso do Sul",success,America/Campo_Grande,79150,1707234832,1707260519.0673,8080,http,45.6.201.255:8080,true,2796.1523532867,3553,66639,5.0618304080237,45.6.201.255
true,1707260133.9172,elite,4911.4545730199,1706869042.5603,"AS12876 SCALEWAY S.A.S.",AS12876,Paris,Europe,EU,France,FR,,true,SCALEWAY,48.8323,2.4075,false,ONLINE,false,Île-de-France,success,Europe/Paris,75001,1706869394,1707260519.0614,53074,socks4,51.159.100.183:53074,true,6203.9966583252,1644,3539,31.719081612965,51.159.100.183
true,1707260519.0606,elite,5621.419773081,1706501026.0514,"AS51167 Contabo GmbH",CONTABO,Nuremberg,Europe,EU,Germany,DE,,true,"Contabo GmbH",49.405,11.1617,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,90475,1707106386,1707260519.0606,20505,socks4,207.180.226.58:20505,true,6443.1374073029,2746,7567,26.626587801804,207.180.226.58
true,1707260519.0278,elite,3730.2043873575,1687224871.3758,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Rongcheng,Asia,AS,China,CN,,false,Chinanet,30.6007,117.925,false,"Chinanet AH",true,Anhui,success,Asia/Shanghai,,1707169142,1707260519.0278,8089,http,36.6.144.68:8089,false,10136.847496033,509,17691,2.7967032967033,36.6.144.68
true,1707260519.0269,elite,3362.8082036216,1599067310.9873,"AS61591 WESTLINK TECNOLOGIA E COMUNICACAO LTDA. - ME","WESTLINK TECNOLOGIA E COMUNICACAO LTDA. - ME",Marica,"South America",SA,Brazil,BR,,false,"Westlink Tecnologia E Comunicacao Ltda. - ME",-22.9145,-42.8233,false,"Westlink Tecnologia E Comunicacao Ltda. - ME",true,"Rio de Janeiro",success,America/Sao_Paulo,24900,1706832672,1707260519.0269,32812,socks4,170.247.43.142:32812,true,1990.6284809113,187032,430645,30.279903574198,170.247.43.142
true,1707260395.3275,elite,5259.9866799028,1704220627.8435,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,"Hetzner Online GmbH",true,Uusimaa,success,Europe/Helsinki,00131,1706832726,1707260518.9244,51931,socks4,65.109.22.105:51931,true,5641.529083252,4136,25655,13.883387600282,65.109.22.105
true,1707256038.4501,elite,1154.990449002,1642684503.2882,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0522,-118.244,false,"Family Guy Online",true,California,success,America/Los_Angeles,90035,1706832519,1707260518.9204,48606,socks4,68.71.249.153:48606,true,800.02212524414,245146,65743,78.853224141092,68.71.249.153
true,1707260423.6008,elite,8692.8813335796,1706761006.4047,"AS26496 GoDaddy.com, LLC",AS-26496-GO-DADDY-COM-LLC,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"GoDaddy.com, LLC",1.35208,103.82,false,"GoDaddy.com, LLC",true,"North West",success,Asia/Singapore,858877,1706763617,1707260518.9201,14558,socks4,184.168.121.153:14558,true,8895.7579135895,1920,4791,28.609745194457,184.168.121.153
true,1707260518.9189,transparent,6141.4887116368,1682073890.0559,"AS27651 ENTEL CHILE S.A.","ENTEL CHILE S.A.",Santiago,"South America",SA,Chile,CL,,false,"Entel Chile S.A.",-33.4521,-70.6536,false,"Entel Chile S.A",true,"Santiago Metropolitan",success,America/Santiago,34033,1707168968,1707260518.9189,999,http,200.111.249.195:999,false,9344.2931175232,11306,141182,7.4143539163737,200.111.249.195
true,1707260518.9161,elite,5869.5869098192,1701907251.15,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",false,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1706832631,1707260518.9161,40838,socks4,50.63.12.33:40838,true,1809.4043731689,7048,34257,17.063309526692,50.63.12.33
true,1707259164.942,anonymous,1568.8290551537,1702416198.905,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"North Bergen","North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.793,-74.0247,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07047,1706906340,1707260518.8546,26000,http,134.209.67.109:26000,false,497.63083457947,5255,4234,55.37991358415,134.209.67.109
true,1707260366.4289,elite,4623.8521282679,1706273776.0607,"AS51167 Contabo GmbH",CONTABO,Düsseldorf,Europe,EU,Germany,DE,,true,"Contabo GmbH",51.1878,6.8607,false,"Contabo GmbH",true,"North Rhine-Westphalia",success,Europe/Berlin,40599,1706878609,1707260518.8531,32092,socks4,161.97.163.52:32092,true,3452.559709549,3284,10233,24.295331804394,161.97.163.52
true,1707260518.7545,transparent,5670.1665923971,1663029796.2826,"AS138746 Live Fibernet",LIVEFIBR-AS-IN,Tirupur,Asia,AS,India,IN,,false,"Live Fibernet",11.1424,77.3422,false,,true,"Tamil Nadu",success,Asia/Kolkata,641687,1707206424,1707260518.7545,8080,http,103.125.154.233:8080,false,5236.4242076874,11777,179341,6.1621615965006,103.125.154.233
true,1707260118.5601,elite,1826.7623435619,1706488791.3236,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1706875418,1707260518.7273,12985,http,72.10.160.90:12985,true,836.43341064453,86,3604,2.3306233062331,72.10.160.90
true,1707260453.4904,elite,4770.4316301986,1706885624.778,"AS63949 Akamai Connected Cloud",AKAMAI-LINODE-AP,London,Europe,EU,"United Kingdom",GB,,true,Linode,51.5088,-0.093,false,"Linode, LLC",true,England,success,Europe/London,EC4R,1706886501,1707260518.7246,12097,socks4,178.79.165.164:12097,true,1957.5333595276,1625,3326,32.821652191476,178.79.165.164
true,1707260518.6686,transparent,5398.8928443674,1695815802.2149,"AS138283 SPEED AIRLIVE BROADBAND SERVICES PVT LTD",AIRLIVE-AS,Ranchi,Asia,AS,India,IN,,false,"Speed Airlive Broadband Services PVT LTD",23.3426,85.3099,false,AIRLIVE,true,Jharkhand,success,Asia/Kolkata,834001,1706788529,1707260518.6686,83,http,103.195.252.37:83,false,3823.5034942627,1351,17098,7.3228901295463,103.195.252.37
true,1707260518.6667,elite,6423.4637816514,1684416011.6081,"AS16276 OVH SAS",OVH,Beauharnois,"North America",NA,Canada,CA,,true,"OVH Hosting",45.3151,-73.8779,false,,true,Quebec,success,America/Toronto,J6N,1706832804,1707260518.6667,48235,socks4,51.161.99.114:48235,true,7335.919380188,8525,123280,6.4678881681272,51.161.99.114
true,1707260518.652,elite,5036.7595018104,1707074421.8996,"AS50599 Data Space Sp. z o.o.",DATASPACE,Torun,Europe,EU,Poland,PL,Rudak,true,"Data Space",52.9893,18.6661,false,"Data Space Sp. z o.o",true,Kujawsko-Pomorskie,success,Europe/Warsaw,87-100,1707074422,1707260518.652,54711,socks5,195.177.217.131:54711,true,2913.9873981476,883,1910,31.614751163623,195.177.217.131
true,1707260518.6491,transparent,4967.1716548593,1669242341.4367,"AS12389 PJSC Rostelecom",ROSTELECOM-AS,Moscow,Europe,EU,Russia,RU,,false,"PJSC Rostelecom",55.8236,37.6034,false,PTT-NETWORK,false,Moscow,success,Europe/Moscow,,1706832591,1707260518.6491,8080,http,83.171.90.83:8080,false,2254.8549175262,44682,266727,14.34833289982,83.171.90.83
true,1707260329.2571,elite,1505.6350130215,1605974696.2128,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Total Server Solutions L.L.C.",33.755,-84.3896,false,"Sharktek Consulting LLC",true,Georgia,success,America/New_York,30303,1706832761,1707260518.6268,4145,socks4,192.111.137.35:4145,true,1716.0770893097,514318,82928,86.114934214712,192.111.137.35
true,1707260515.1771,elite,3503.1472377519,1701513746.0235,"AS262186 TV AZTECA SUCURSAL COLOMBIA","TV AZTECA SUCURSAL COLOMBIA",Quinchia,"South America",SA,Colombia,CO,,false,AGIS,5.33957,-75.7302,false,"Azteca Comunicaciones Colombia S. A. S",true,"Departamento de Risaralda",success,America/Bogota,664001,1706832531,1707260518.6069,1080,socks4,209.14.112.1:1080,true,8114.669084549,7401,34828,17.525870847048,209.14.112.1
true,1707260518.5927,transparent,4852.7676152933,1661339901.9101,"AS134201 Metaphor Digital Media",MDM-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,Mirpur,false,"Metaphor Digital Media",23.8099,90.3676,false,"Metaphor Digital Media",true,"Dhaka Division",success,Asia/Dhaka,1216,1707168974,1707260518.5927,8080,http,103.58.95.5:8080,false,4830.5156230927,40235,95933,29.548058280947,103.58.95.5
