ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"104.251.81.87","elite","AS5650","US","Frontier Communications of America, Inc.","96","BraveWay","14778","socks5","3993","1","2024-02-06T17:20:54.138Z","100","5942","5946"
"38.127.172.28","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks4","4800","1","2024-02-06T17:20:54.229Z","100","6025","6033"
"41.223.232.34","elite","AS37008","BF","Alink Telecom Faso v","113","N/A","4145","socks4","1891","1","2024-02-06T17:20:53.944Z","99","5905","5962"
"138.197.208.93","elite","AS14061","US","DigitalOcean, LLC","154","Digital Ocean","8080","socks4","4509","1","2024-02-06T17:20:53.942Z","100","6040","6067"
"103.121.62.14","elite","AS138146","BD","North Bengal Online","194","North Bengal Online","5678","socks4","4504","1","2024-02-06T17:20:50.618Z","99","5979","6027"
"103.47.93.223","elite","AS134058","IN","Broban Internet Services Pvt.ltd","173","Broban  PVT Ltd.","1080","socks4","4496","1","2024-02-06T17:20:50.619Z","99","5995","6046"
"185.32.44.161","elite","AS200154","AZ","Izone LLC","93","Izone LLC","4153","socks4","4900","1","2024-02-06T17:20:50.614Z","100","5982","5996"
"123.27.171.133","elite","AS45899","VN","VietNam Post and Telecom Corporation","239","Vietnam Posts and Telecommunications Group","5678","socks4","2500","1","2024-02-06T17:20:50.620Z","9","549","6038"
"164.132.68.216","elite","AS16276","FR","OVH SAS","6","EL Zayat Hadi","8888","socks4","4510","1","2024-02-06T17:20:50.712Z","100","6071","6076"
"202.6.224.51","elite","AS23756","ID","Padi Internet","194","N/A","1080","socks4","2400","1","2024-02-06T17:20:50.620Z","100","5977","6005"
"117.241.134.235","elite","AS9829","IN","BSNL Internet","163","N/A","5678","socks4","2502","2","2024-02-06T17:20:48.838Z","95","5717","6030"
"172.67.36.21","elite","AS13335","CA","Cloudflare, Inc.","83","Cloudflare, Inc.","80","socks5","394","1","2024-02-06T17:20:48.835Z","100","6057","6057"
"14.207.3.159","elite","AS45629","TH","Triple T Broadband Public Company Limited","190","Triple T Broadband Public Company Limited","5678","socks4","1310","1","2024-02-06T17:20:48.829Z","89","5357","6052"
"185.32.45.201","elite","AS200154","AZ","Izone LLC","89","Izone LLC","4153","socks4","4302","1","2024-02-06T17:20:48.842Z","91","5490","6047"
"139.59.35.1","elite","AS14061","IN","DigitalOcean, LLC","132","DigitalOcean, LLC","42675","socks4","4688","1","2024-02-06T17:20:48.745Z","58","3532","6066"
"58.48.122.170","elite","AS4134","CN","Chinanet","223","Chinanet HB","7302","socks5","1098","1","2024-02-06T17:20:48.841Z","88","5317","6042"
"103.200.135.228","elite","AS134739","MM","AGB Communication Co.Ltd","243","N/A","4145","socks4","4003","1","2024-02-06T17:20:48.837Z","68","4073","5952"
"112.78.161.191","elite","AS17451","ID","Biznet Networks","173","Metronet","8089","socks4","2689","2","2024-02-06T17:20:43.737Z","91","5380","5927"
"116.197.132.59","elite","AS58369","ID","PT. Fiber Networks Indonesia","164","FIBERNET","8291","socks4","5002","90","2024-02-06T17:20:43.735Z","50","3035","6037"
"141.105.86.130","elite","AS24634","LB","CYBERIA","53","N/A","44660","socks4","2088","1","2024-02-06T17:20:43.738Z","93","5665","6107"
"104.20.205.191","elite","AS13335","CA","Cloudflare, Inc.","80","Cloudflare, Inc.","80","socks4","895","94","2024-02-06T17:20:43.740Z","100","6006","6007"
"203.34.28.166","elite","AS209242","VG","Cloudflare London, LLC","15","Anaga Consulting Limited","80","socks4","4893","2","2024-02-06T17:20:41.520Z","100","5955","5957"
"171.244.68.28","elite","AS7552","VN","Viettel Corporation","249","VIETEL","5678","socks4","466","1","2024-02-06T17:20:41.521Z","88","5304","6030"
"203.32.120.50","elite","AS209242","VG","Cloudflare London, LLC","11","Anaga Consulting Limited","80","socks4","4986","1","2024-02-06T17:20:41.520Z","100","6082","6082"
"173.255.199.69","elite","AS63949","US","Akamai Technologies, Inc.","111","Linode","19151","socks5","5199","1","2024-02-06T17:20:41.603Z","89","5376","6026"
"80.210.37.4","elite","AS58224","IR","TIC","100","Telecommunication Company of Tehran","1080","socks5","3401","1","2024-02-06T17:20:41.705Z","27","1587","5921"
"103.55.104.209","elite","AS133989","IN","SBR Telecom Pvt. Ltd","161","SBR Telecom Pvt. Ltd","4153","socks4","4195","1","2024-02-06T17:20:41.604Z","100","5932","5941"
"206.189.15.100","elite","AS14061","NL","DigitalOcean, LLC","12","DigitalOcean, LLC","54330","socks5","7499","1","2024-02-06T17:20:38.635Z","100","5974","5974"
"169.255.136.8","elite","AS36892","SS","IPTEC South Sudan","186","N/A","60279","socks4","2804","4","2024-02-06T17:20:38.538Z","99","5939","6008"
"173.212.231.105","elite","AS51167","DE","Contabo GmbH","96","Contabo GmbH","3128","socks4","2499","1","2024-02-06T17:20:38.730Z","54","3237","5967"
"103.47.93.246","elite","AS134058","IN","Broban Internet Services Pvt.ltd","141","Broban  PVT Ltd.","13405","socks5","4807","1","2024-02-06T17:20:38.636Z","99","5849","5911"
"45.4.85.150","elite","AS262234","HN","Asociacion De Servicio De Internet S. De RL","132","CIBERNET S. de RL de CV","5678","socks4","1098","1","2024-02-06T17:20:38.631Z","100","6018","6041"
"104.16.207.86","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","2798","1","2024-02-06T17:20:34.035Z","100","6031","6031"
"185.169.181.14","elite","AS34984","TR","Ates Dc","58","Ibrahim MALA trading as Ates Dc","4145","socks4","3705","1","2024-02-06T17:20:34.237Z","100","5989","6007"
"181.88.73.150","elite","AS7303","AR","Telecom Argentina S.A","239","Telecom Acceso","5678","socks4","3302","1","2024-02-06T17:20:34.030Z","100","5921","5946"
"178.32.116.99","elite","AS16276","FR","OVH SAS","8","OVH ISP","62763","socks4","4186","1","2024-02-06T17:20:33.944Z","100","6051","6062"
"8.42.71.5","elite","AS399869","US","Mountain Broadband","192","Level 3, LLC","39593","socks4","5008","1","2024-02-06T17:20:32.310Z","100","6043","6049"
"140.238.68.47","elite","AS31898","GB","Oracle Corporation","100","Oracle Cloud Infrastructure (uk-london-1)","20170","socks4","4004","1","2024-02-06T17:20:32.405Z","19","1139","5873"
"113.11.183.142","elite","AS17451","ID","BIZNET","181","BIZNET","4145","socks4","408","1","2024-02-06T17:20:28.035Z","98","5927","6041"
"181.5.214.192","elite","AS7303","AR","Telecom Argentina S.A.","400","Telecom Personal Bs","1080","socks4","193","2","2024-02-06T17:20:28.032Z","33","1940","5961"
"125.24.56.159","elite","AS23969","TH","TOT Public Company Limited","158","TOT Public Company Limited","4145","socks4","2591","1","2024-02-06T17:20:28.233Z","77","4457","5800"
"102.64.116.1","elite","AS328500","CG","A.M.C Telecom","162","A.M.C Telecom","32850","socks4","1197","1","2024-02-06T17:20:28.029Z","99","5959","6038"
"185.202.7.161","elite","AS42871","AT","Michael Gamsjaeger Network","35","N/A","1455","socks4","2203","1","2024-02-06T17:20:28.236Z","80","4768","5990"
"139.59.90.148","elite","AS14061","IN","DIGITALOCEAN","140","DigitalOcean, LLC","14066","socks5","276","1","2024-02-06T17:20:27.950Z","100","6050","6056"
"160.16.125.237","elite","AS9370","JP","SAKURA Internet Inc.","239","SAKURA Internet Inc.","3030","socks5","4708","1","2024-02-06T17:20:27.947Z","100","5982","5990"
"110.11.37.83","elite","AS9318","KR","SK Broadband Co Ltd","230","SK Broadband Co Ltd","1080","socks4","2806","82","2024-02-06T17:20:27.945Z","100","6066","6081"
"213.89.48.95","elite","AS1257","SE","CHELLO","49","Com Hem AB","1080","socks4","3489","1","2024-02-06T17:20:27.943Z","98","5946","6053"
"170.81.108.47","elite","AS266416","BR","L3 NETWORKS E TELECOMUNICACOES LTDA","218","L3 NETWORKS E TELECOMUNICACOES LTDA","4153","socks4","5437","81","2024-02-06T17:20:23.131Z","100","6053","6082"
"203.24.103.131","elite","AS209242","VG","Cloudflare London, LLC","11","Anaga Consulting Limited","80","socks4","1685","1","2024-02-06T17:20:23.135Z","100","5914","5915"
"81.46.202.112","elite","AS16371","ES","acens Technologies, S.L.","23","ACENS-TELEFONICA","8080","socks4","160","1","2024-02-06T17:20:23.236Z","100","6017","6022"
"110.78.149.43","elite","AS131090","TH","CAT-BB","293","N/A","4145","socks4","3582","1","2024-02-06T17:20:23.137Z","78","4574","5893"
"212.83.162.168","elite","AS12876","FR","Online","1","Free SAS","2019","socks4","402","1","2024-02-06T17:20:23.134Z","94","5669","6050"
"50.63.26.13","elite","AS398101","US","GoDaddy.com, LLC","181","GoDaddy.com, LLC","53887","socks4","4495","2","2024-02-06T17:20:22.810Z","100","6018","6020"
"89.191.237.89","elite","AS12389","RU","PJSC Rostelecom","84","PJSC Rostelecom","5678","socks4","619","1","2024-02-06T17:20:22.905Z","99","5953","5992"
"91.148.233.54","elite","AS50525","DE","Privado Networks AG","81","Privado Networks Frankfurt","8081","socks4","4908","1","2024-02-06T17:20:22.805Z","100","6011","6016"
"109.122.88.194","elite","AS41937","RS","RADIJUS VEKTOR Internet network","29","N/A","5678","socks4","2599","1","2024-02-06T17:20:18.440Z","99","6058","6101"
"203.23.103.19","elite","AS209242","BZ","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks4","4898","1","2024-02-06T17:20:18.235Z","100","5998","5998"
"170.231.64.112","elite","AS265045","BR","Johanes Kler Felema Comunicacoes ME","218","Johanes Kler Felema Comunicacoes ME","5678","socks4","3382","1","2024-02-06T17:20:18.236Z","86","5188","6050"
"173.212.250.16","elite","AS51167","DE","Contabo GmbH","19","Contabo GmbH","64768","socks5","1102","1","2024-02-06T17:20:18.233Z","100","5877","5879"
"202.91.186.129","elite","AS4808","CN","China Unicom Beijing Province Network","175","Beijing Sunway Xunteng Technology Development Co., Ltd","4145","socks4","4790","81","2024-02-06T17:20:18.232Z","90","5333","5937"
"114.99.5.212","elite","AS4134","CN","Chinanet","194","Chinanet AH","8004","socks5","3212","1","2024-02-06T17:20:13.106Z","63","3745","5984"
"104.24.220.52","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","319","1","2024-02-06T17:20:13.536Z","100","5976","5976"
"43.135.159.78","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","154","Tencent Cloud Computing","443","socks4","592","1","2024-02-06T17:20:13.015Z","74","4364","5932"
"98.126.214.156","elite","AS4213","US","Krypt Technologies","147","Krypt Technologies","17880","socks5","5083","1","2024-02-06T17:20:13.444Z","76","4622","6107"
"89.165.117.30","elite","AS39501","IR","Parvaresh Dadeha Co. Private Joint Stock","128","Sabanet Isfahan","5678","socks4","2798","1","2024-02-06T17:20:13.537Z","98","5892","6035"
"150.107.207.137","elite","AS58504","NP","Techminds Network Pvt. Ltd","288","N/A","57230","socks4","4586","1","2024-02-06T17:20:08.637Z","98","5958","6065"
"197.234.13.17","elite","AS36902","SC","Intelvision","177","Intelvision Ltd","4145","socks4","5094","1","2024-02-06T17:20:08.731Z","99","5975","6018"
"68.183.128.131","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","8080","socks4","3894","1","2024-02-06T17:20:08.734Z","86","5075","5915"
"172.67.69.9","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks5","2484","1","2024-02-06T17:20:08.730Z","100","5951","5951"
"188.166.231.51","elite","AS14061","SG","DigitalOcean, LLC","158","Digitalocean","7497","socks5","535","1","2024-02-06T17:20:08.640Z","99","5905","5962"
"151.80.123.31","elite","AS16276","FR","OVH SAS","6","BIN ABDULLAH Mahmoud Ridhwan","1080","socks4","4897","1","2024-02-06T17:20:04.038Z","71","4277","6018"
"137.220.53.12","elite","AS20473","CA","The Constant Company","100","Vultr Holdings, LLC","10544","socks4","3894","3","2024-02-06T17:20:03.843Z","86","5126","5957"
"46.148.163.119","elite","AS197405","PL","Tomkow Sp. z o.o.","45","Tomkow Sp. z o.o","5678","socks4","3288","1","2024-02-06T17:20:03.027Z","99","5905","5985"
"103.79.152.204","elite","AS131111","ID","MORATELINDO","168","Moratelindo","5678","socks4","1498","1","2024-02-06T17:20:03.935Z","96","5823","6044"
"91.224.179.175","elite","AS197602","UA","TeleRadioCompany \"Studio TV-9 Beregsasom\" Ltd.","45","TV9 net 2","5678","socks4","4500","2","2024-02-06T17:20:03.933Z","95","5764","6094"
"103.105.41.209","elite","AS137143","IN","Minnal Digital Network Private Limited","150","Minnal Digital Network Private Limited","4145","socks4","1390","1","2024-02-06T17:20:03.841Z","100","5992","6017"
"47.98.183.59","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","298","Aliyun Computing Co., LTD","37963","socks4","1134","1","2024-02-06T17:20:02.836Z","89","5320","5977"
"104.248.20.36","elite","AS14061","DE","DigitalOcean, LLC","29","DigitalOcean, LLC","9050","socks4","915","1","2024-02-06T17:19:58.832Z","100","6023","6023"
"185.247.226.94","elite","AS200651","GB","Flokinet Ltd","44","Flokinet Ltd","16049","socks5","1390","1","2024-02-06T17:19:58.840Z","92","5488","5991"
"94.20.21.7","elite","AS29049","AZ","Delta Telecom","84","N/A","4153","socks4","1702","1","2024-02-06T17:19:58.834Z","100","6004","6021"
"201.11.38.204","elite","AS8167","BR","V tal","282","V tal","8081","socks4","4393","1","2024-02-06T17:19:54.030Z","99","5930","5962"
"86.57.174.152","elite","AS6697","BY","Republican Unitary Telecommunication Enterprise Beltelecom","50","Byfly Grodno Static","41455","socks4","5006","1","2024-02-06T17:19:54.135Z","100","5952","5980"
"210.4.194.196","elite","AS13445","SG","Cisco Webex LLC","298","Webex Communications Inc","80","socks5","4384","1","2024-02-06T17:19:54.034Z","99","5871","5918"
"181.66.37.78","elite","AS6147","PE","Telefonica del Peru S.A.A.","185","Telefonica del Peru S.A.A","4153","socks4","3096","1","2024-02-06T17:19:54.035Z","69","4135","5950"
"51.77.116.174","elite","AS16276","GB","OVH SAS","9","OVH Ltd","28046","socks5","5295","1","2024-02-06T17:19:54.138Z","100","6005","6007"
"94.28.14.70","elite","AS24588","RU","Enforta-KUR","72","N/A","4145","socks4","4698","1","2024-02-06T17:19:54.037Z","98","5972","6072"
"43.153.174.137","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","268","Tencent Cloud Computing","443","socks5","1008","1","2024-02-06T17:19:53.208Z","99","5786","5874"
"103.12.246.109","elite","AS134941","IN","Instant Cable Network PVT LTD","188","Instant Cable Network PVT LTD","4145","socks4","517","2","2024-02-06T17:19:54.026Z","99","6005","6053"
"213.157.243.196","elite","AS21283","SI","A1 Slovenija","35","A1 Slovenija telekomunikacijske storitve, d.d.","5678","socks4","4408","81","2024-02-06T17:19:53.212Z","75","4496","6015"
"202.165.47.65","elite","AS17538","ID","Circlecom","193","N/A","5678","socks4","383","1","2024-02-06T17:19:53.307Z","99","6002","6034"
"178.128.21.246","elite","AS14061","SG","DigitalOcean, LLC","150","Digitalocean","56108","socks4","1812","1","2024-02-06T17:19:53.213Z","99","5861","5948"
"117.54.201.91","elite","AS9340","ID","PT IndoInternet","176","N/A","9340","socks5","4997","1","2024-02-06T17:19:53.212Z","83","4988","6017"
"72.167.55.195","elite","AS26496","US","GoDaddy.com, LLC","135","GoDaddy.com, LLC","28426","socks4","2296","1","2024-02-06T17:19:53.206Z","100","5922","5924"
"47.105.126.142","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","258","Aliyun Computing Co., LTD","80","socks4","4105","1","2024-02-06T17:19:53.209Z","90","5395","6000"
"103.70.159.152","elite","AS133720","IN","speednet","182","N/A","5678","socks4","4394","1","2024-02-06T17:19:53.208Z","99","6018","6077"
"51.89.14.193","elite","AS16276","GB","OVH SAS","11","OVH GmbH","8080","socks5","1995","1","2024-02-06T17:19:53.308Z","51","3050","5934"
"197.234.13.55","elite","AS36902","SC","Intelvision","176","Intelvision Ltd","4145","socks4","5202","1","2024-02-06T17:19:49.238Z","99","6031","6065"
"185.220.226.199","elite","AS205585","TR","Noyan Abr Arvan Co. ( Private Joint Stock)","119","Noyan Abr Arvan Co. ( Private Joint Stock)","808","socks4","4609","1","2024-02-06T17:19:49.239Z","84","5033","5975"
"110.172.137.20","elite","AS133647","IN","worldphone","183","N/A","4673","socks4","4692","1","2024-02-06T17:19:49.330Z","91","5428","5933"
"119.10.177.90","elite","AS24530","ID","PT. Power Telecom Indonesia","167","Powertel","4145","socks4","4688","1","2024-02-06T17:19:49.237Z","96","5766","6011"
"38.127.179.211","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks4","1590","82","2024-02-06T17:19:44.343Z","100","5995","6002"
"180.183.103.63","elite","AS45629","TH","Triple T Broadband Public Company Limited","202","Triple T Broadband Public Company Limited","4153","socks4","4696","1","2024-02-06T17:19:44.432Z","94","5766","6104"
"110.78.149.12","elite","AS131090","TH","CAT-BB","285","N/A","4145","socks4","3904","1","2024-02-06T17:19:42.916Z","67","4050","6068"
"185.171.52.101","elite","AS44285","IR","Sefroyek Pardaz Engineering Co. LTD","103","Shahrad","4153","socks4","1788","1","2024-02-06T17:19:42.913Z","97","5841","6043"
"103.120.133.141","elite","AS38235","KH","Angkor Data Communication","180","Mekongnet PLN","5678","socks4","143","1","2024-02-06T17:19:42.914Z","99","5845","5929"
"104.238.205.68","elite","AS23470","US","ReliableSite.Net LLC","105","ReliableSite.Net LLC","4003","socks4","3301","1","2024-02-06T17:19:42.918Z","76","4616","6059"
"173.236.181.192","elite","AS26347","US","New Dream Network, LLC","79","New Dream Network, LLC","24310","socks5","4500","1","2024-02-06T17:19:42.915Z","100","5938","5948"
"27.123.1.37","elite","AS45706","ID","PT Tele Globe Global","189","N/A","4153","socks4","893","1","2024-02-06T17:19:42.918Z","99","5973","6008"
"2.139.2.212","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","27","N/A","4145","socks4","994","1","2024-02-06T17:19:39.731Z","99","5952","6014"
"51.83.135.35","elite","AS16276","PL","OVH SAS","121","OVH Sp. z o. o","2846","socks4","4000","1","2024-02-06T17:19:39.733Z","92","5507","5963"
"36.91.233.114","elite","AS7713","ID","PT Telekomunikasi Indonesia","221","Telekomunikasi Indonesia","5678","socks4","156","1","2024-02-06T17:19:39.736Z","97","5801","5998"
"41.215.33.186","elite","AS15808","KE","ACCESSKENYA","197","N/A","15808","socks4","4802","1","2024-02-06T17:19:34.931Z","42","2535","6002"
"36.95.48.45","elite","AS7713","ID","PT. Telekomunikasi Indonesia","222","Telekomunikasi Indonesia","1080","socks4","4706","1","2024-02-06T17:19:34.932Z","98","5997","6093"
"103.83.105.167","elite","AS134290","IN","Arrow Touch Wireless Internet Private Limited","197","Arrow Touch Wireless Internet Private Limited","4153","socks4","3906","1","2024-02-06T17:19:34.928Z","93","5558","5989"
"119.15.90.78","elite","AS24492","KH","WiCAM Corporation Ltd","189","WiCAM Corporation, LTD","5678","socks4","3183","1","2024-02-06T17:19:34.933Z","86","5048","5863"
"187.85.154.18","elite","AS53062","BR","Ggnet Telecom Backbone","288","Ggnet Telecom Backbone","5678","socks4","3401","1","2024-02-06T17:19:34.929Z","99","5825","5861"
"103.132.0.161","elite","AS138276","IN","Typhoon Communication Pvt. Ltd","138","Typhoon Communication Pvt Ltd","5678","socks4","606","1","2024-02-06T17:19:34.836Z","87","5292","6083"
"45.196.151.134","elite","AS7018","US","AT&T Services, Inc.","93","AQUA Networks Limited","5432","socks4","993","1","2024-02-06T17:19:33.611Z","98","5928","6028"
"200.29.176.172","elite","AS6429","CL","Telmex Chile Internet S.A.","285","Telmex Servicios Empresariales S.A","4145","socks4","247","1","2024-02-06T17:19:33.610Z","100","6059","6088"
"197.234.13.49","elite","AS36902","SC","Intelvision","181","Intelvision Ltd","4145","socks4","1681","1","2024-02-06T17:19:33.612Z","99","5957","5999"
"186.251.255.185","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","206","Seanet Telecom Carazinho Eireli","31337","socks4","3601","1","2024-02-06T17:19:30.231Z","99","5915","5945"
"157.245.140.55","elite","AS14061","US","DigitalOcean, LLC","100","DigitalOcean, LLC","35965","socks5","907","1","2024-02-06T17:19:30.232Z","95","5759","6035"
"110.78.146.190","elite","AS131090","TH","CAT-BB","283","N/A","4145","socks4","4396","81","2024-02-06T17:19:30.227Z","80","4773","5950"
"89.237.35.129","elite","AS20485","RU","multi-origin SUTTK","77","N/A","51549","socks4","2297","85","2024-02-06T17:19:30.236Z","99","5873","5910"
"103.105.40.13","elite","AS137143","IN","Minnal Digital Network Private Limited","153","Minnal Digital Network Private Limited","4145","socks4","395","1","2024-02-06T17:19:30.234Z","100","6044","6071"
"49.0.32.177","elite","AS38744","BD","Always On Network Bangladesh Ltd.","197","Always On Network Bangladesh Ltd","10801","socks4","4996","1","2024-02-06T17:19:24.239Z","97","5834","6019"
"103.79.96.202","elite","AS64308","ID","PT IndoDev Niaga Internet","168","PT IndoDev Niaga Internet","4153","socks4","4497","1","2024-02-06T17:19:24.234Z","100","6056","6065"
"54.38.94.26","elite","AS16276","FR","OVH SAS","8","OVH","17809","socks4","4992","1","2024-02-06T17:19:24.243Z","100","6043","6061"
"103.109.56.221","elite","AS138640","BD","HelloTech Limited","170","Hello Tech Limited","1080","socks4","914","1","2024-02-06T17:19:24.008Z","78","4617","5957"
"104.27.15.161","elite","AS13335","CA","Cloudflare, Inc.","9","Cloudflare, Inc.","80","socks4","3399","1","2024-02-06T17:19:24.009Z","100","5933","5933"
"167.86.76.187","elite","AS51167","DE","Contabo GmbH","17","Contabo GmbH","7497","socks5","384","1","2024-02-06T17:19:24.104Z","79","4701","5987"
"154.117.212.18","elite","AS327799","BI","2G+3G+4G","216","N/A","5678","socks4","2498","1","2024-02-06T17:19:24.236Z","99","5834","5921"
"43.134.188.89","elite","AS132203","SG","Aceville Pte.ltd","394","N/A","38279","socks4","2690","1","2024-02-06T17:19:24.244Z","89","5319","5995"
"87.250.109.174","elite","AS35567","BA","DASTO Semtel doo","91","N/A","8080","socks4","4202","1","2024-02-06T17:19:24.105Z","99","5904","5980"
"5.172.188.93","elite","AS60279","PL","Gmina Miasta Elk","41","N/A","5678","socks4","5092","1","2024-02-06T17:19:19.641Z","100","6040","6068"
"45.7.176.78","elite","AS266626","BR","Litoral Telecom","181","Litoral Telecom","52246","socks4","3795","1","2024-02-06T17:19:19.432Z","99","5949","6024"
"193.34.45.179","elite","AS199201","PL","SPI-NET Norbert Nowicki","35","SPI","5678","socks5","1305","1","2024-02-06T17:19:19.528Z","100","5939","5947"
"159.65.245.126","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","7497","socks5","1998","1","2024-02-06T17:19:19.434Z","99","5930","6011"
"139.159.48.155","elite","AS63199","CN","CDS Global Cloud Co., Ltd","278","Beijing capitalonline data service co., LTD","39593","socks4","389","1","2024-02-06T17:19:19.438Z","99","5977","6013"
"37.187.143.172","elite","AS16276","FR","OVH SAS","6","OVH SAS","47016","socks5","3995","1","2024-02-06T17:19:19.436Z","90","5304","5899"
"202.159.19.213","elite","AS9340","ID","PT IndoInternet","188","N/A","443","socks4","402","1","2024-02-06T17:19:14.119Z","100","6018","6029"
"31.170.19.5","elite","AS42099","LV","DNET ITRisinajumi Ltd.","46","Sia Nano IT","4153","socks4","4893","1","2024-02-06T17:19:14.020Z","100","6001","6021"
"202.148.22.106","elite","AS9794","ID","PT. Core Mediatech","200","Dnet","5678","socks4","3590","91","2024-02-06T17:19:14.446Z","99","5934","6004"
"119.13.125.238","elite","AS136907","HK","Huawei International Pte. LTD","283","N/A","1080","socks5","4696","1","2024-02-06T17:19:14.021Z","98","5899","6043"
"89.43.5.134","elite","AS50810","IR","Mobin Net Communication Company (Private Joint Stock)","366","Mobin Net Communication Company","3629","socks4","4602","1","2024-02-06T17:19:14.537Z","95","5780","6101"
"1.116.150.186","elite","AS45090","CN","China Internet Network Information Center","211","Tencent cloud computing (Beijing) Co., Ltd.","33333","socks5","4108","1","2024-02-06T17:19:14.105Z","89","5338","6029"
"27.147.221.140","elite","AS23688","BD","Link3 Technologies Limited","190","Retail Subscriber","5678","socks4","5107","1","2024-02-06T17:19:14.536Z","63","3747","5954"
"51.38.231.41","elite","AS16276","FR","OVH SAS","6","OVH","80","socks4","1098","1","2024-02-06T17:19:14.102Z","63","3776","6025"
"95.182.78.6","elite","AS50648","UA","PE UAinet","59","PE UAinet","5678","socks4","2714","1","2024-02-06T17:19:14.445Z","100","6004","6032"
"209.143.1.244","elite","AS7106","US","Com Net, Inc","94","Com","80","socks4","4905","1","2024-02-06T17:19:09.740Z","100","5994","6018"
"190.109.72.33","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","290","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","147","90","2024-02-06T17:19:09.742Z","99","5961","6014"
"147.139.133.15","elite","AS45102","ID","Alibaba.com LLC","164","ALICLOUD-ID","61524","socks5","5101","1","2024-02-06T17:19:09.837Z","100","5982","5990"
"5.130.185.31","elite","AS31200","RU","Novotelecom Ltd","100","Novotelecom ltd.","10801","socks5","318","1","2024-02-06T17:19:09.836Z","70","4230","6008"
"115.171.90.145","elite","AS4847","CN","China Networks Inter-Exchange","168","Chinanet Cdma","8881","socks4","5097","3","2024-02-06T17:19:09.734Z","50","3011","5968"
"103.31.84.122","elite","AS7642","MV","Dhiraagu Pvt.Ltd","168","Dhivehi Raajjeyge Gulhun Plc","1080","socks4","5003","1","2024-02-06T17:19:09.732Z","99","6069","6105"
"171.248.245.94","elite","AS7552","VN","Viettel Corporation","249","VIETEL","5678","socks4","157","1","2024-02-06T17:19:04.024Z","64","3839","5968"
"202.52.237.117","elite","AS4613","NP","Mercantile Office Systems","212","Mercantile Communications Pvt Ltd","8080","socks4","721","1","2024-02-06T17:19:04.544Z","99","5895","5933"
"75.119.206.48","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks4","521","1","2024-02-06T17:19:04.536Z","70","4266","6053"
"43.153.52.155","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","152","Tencent Cloud Computing","443","socks4","4799","1","2024-02-06T17:19:04.023Z","83","5005","6038"
"117.24.80.210","elite","AS4134","CN","Chinanet","235","Chinanet FJ","3829","socks4","3103","1","2024-02-06T17:19:04.543Z","58","3498","6010"
"46.99.188.13","elite","AS21246","AL","IPKO Telecommunications LLC","51","N/A","42551","socks4","8887","1","2024-02-06T17:19:04.534Z","53","3232","6060"
"92.222.237.74","elite","AS16276","FR","OVH SAS","6","LCC LCC","8888","socks5","3391","2","2024-02-06T17:19:04.021Z","100","6029","6029"
"103.209.230.193","elite","AS60781","TM","WIMS1","10","N/A","4153","socks4","2295","92","2024-02-06T17:19:04.120Z","78","4685","6029"
"131.0.87.225","elite","AS262420","BR","Cabonnet Internet Ltda","216","Cabonnet Internet Ltda","52017","socks4","4494","1","2024-02-06T17:18:59.631Z","97","5868","6032"
"177.72.82.47","elite","AS262543","BR","Brmom Construindo Conexoes Ltda","236","Brmom Construindo Conexoes Ltda","4153","socks4","395","1","2024-02-06T17:18:59.629Z","99","5948","5986"
"143.198.237.236","elite","AS14061","US","DigitalOcean, LLC","150","DigitalOcean, LLC","9050","socks5","4006","1","2024-02-06T17:18:59.641Z","80","9904","12445"
"110.78.151.213","elite","AS131090","TH","CAT-BB","297","N/A","4145","socks4","3304","1","2024-02-06T17:18:55.440Z","71","4229","5930"
"203.223.44.102","elite","AS17726","KH","Telecom Cambodia (T.C.)","268","N/A","53945","socks4","4406","1","2024-02-06T17:18:55.339Z","94","5710","6064"
"181.215.47.60","elite","AS397423","US","Tier.Net Technologies LLC","112","Ipxo","3389","socks4","2295","3","2024-02-06T17:18:54.109Z","71","4231","5981"
