ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"83.17.222.146","elite","AS5617","PL","Orange Polska Spolka Akcyjna","32","Orange Polska S.A.","5678","socks4","3304","1","2024-02-06T16:59:32.635Z","95","5784","6057"
"101.109.80.117","elite","AS23969","TH","TOT Public Company Limited","162","TOT Public Company Limited","4145","socks4","209","1","2024-02-06T16:59:32.633Z","47","2827","6074"
"1.2.216.101","elite","AS23969","TH","TOT Public Company Limited","153","TOT Public Company Limited","4145","socks4","1888","1","2024-02-06T16:59:27.830Z","77","4600","6002"
"5.161.86.206","elite","AS213230","US","Hetzner Online GmbH","79","Hetzner Online GmbH","1080","socks5","542","2","2024-02-06T16:59:27.934Z","91","5392","5937"
"104.21.85.200","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","3801","1","2024-02-06T16:59:27.839Z","100","5996","5996"
"197.234.13.27","elite","AS36902","SC","Intelvision","173","Intelvision Ltd","4145","socks4","4408","1","2024-02-06T16:59:27.831Z","99","5939","5973"
"110.78.164.188","elite","AS131090","TH","CAT-BB","289","N/A","4153","socks4","4209","1","2024-02-06T16:59:22.942Z","68","4137","6074"
"172.67.209.12","elite","AS13335","CA","Cloudflare, Inc.","80","Cloudflare, Inc.","80","socks5","712","1","2024-02-06T16:59:22.930Z","100","5931","5931"
"186.211.6.137","elite","AS53156","BR","PortalSAT Telecom","211","eliziane oliveira sobrinho","4145","socks4","3695","1","2024-02-06T16:59:22.934Z","99","5925","6013"
"217.115.115.247","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","80","Webworld","56792","socks5","4187","1","2024-02-06T16:59:22.936Z","95","5728","6012"
"186.251.255.21","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","207","Seanet Telecom Carazinho Eireli","31337","socks4","5004","1","2024-02-06T16:59:22.937Z","99","5961","5992"
"27.72.145.184","elite","AS7552","VN","Newass2011xDSLHN","283","N/A","5678","socks4","3996","1","2024-02-06T16:59:22.940Z","99","6010","6053"
"185.66.59.251","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","31","Svint","42647","socks4","4609","1","2024-02-06T16:59:18.329Z","77","4616","5966"
"195.225.48.177","elite","AS51357","UA","LLC \"SMARTCOM\"","43","Kishchenko N.M. PE","55774","socks4","4202","1","2024-02-06T16:59:18.235Z","99","5870","5924"
"200.199.195.138","elite","AS8167","BR","V tal","256","V tal","4145","socks4","2703","1","2024-02-06T16:59:18.333Z","49","2993","6058"
"183.89.40.190","elite","AS45629","TH","Triple T Broadband Public Company Limited","180","Triple T Broadband Public Company Limited","1080","socks4","3598","1","2024-02-06T16:59:18.239Z","96","5769","6021"
"81.169.187.194","elite","AS6724","DE","Strato AG","25","Strato AG","80","socks5","3599","1","2024-02-06T16:59:18.331Z","100","6069","6074"
"152.67.111.56","elite","AS31898","AU","Oracle Corporation","292","Oracle Cloud Infrastructure (ap-sydney-1)","9050","socks4","4002","1","2024-02-06T16:59:18.244Z","95","5667","5984"
"107.150.50.226","elite","AS33387","US","Nocix, LLC","117","home","56970","socks5","2799","82","2024-02-06T16:59:13.428Z","99","5943","6012"
"187.94.215.86","elite","AS53078","BR","Acesse Comunicação Ltda","223","EPACE INFORMÁTICA LTDA","5678","socks4","4893","1","2024-02-06T16:59:13.434Z","78","4635","5963"
"37.187.143.172","elite","AS16276","FR","OVH SAS","6","OVH SAS","47016","socks5","3995","1","2024-02-06T16:59:13.432Z","90","5303","5898"
"195.87.217.75","elite","AS15924","TR","Vodafone NET Iletisim Hizmetleri Anonim Sirketi","46","Borusan Telekom","3389","socks4","706","3","2024-02-06T16:59:13.346Z","96","5782","6025"
"93.126.56.30","elite","AS44375","IR","Asmanfaraz Sepahan Company (P.J.S)","97","Asmanfaraz Sepahan Isdp","4153","socks4","4689","1","2024-02-06T16:59:13.441Z","99","6010","6065"
"104.248.235.220","elite","AS14061","US","DigitalOcean, LLC","102","DigitalOcean, LLC","80","socks4","1092","1","2024-02-06T16:59:08.736Z","100","6035","6053"
"47.108.139.45","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","272","Aliyun Computing Co., LTD","7890","socks4","216","1","2024-02-06T16:59:08.732Z","81","4872","5979"
"103.127.21.42","elite","AS137645","IN","Macro Signal Pvt Ltd","130","Macro Signal Pvt Ltd","5678","socks5","818","1","2024-02-06T16:59:08.740Z","31","1836","5950"
"91.92.80.199","elite","AS39251","BG","NETGUARD Ltd.","43","Flashnet","4145","socks4","4303","1","2024-02-06T16:59:03.928Z","98","5934","6039"
"45.12.31.104","elite","AS209242","GB","Cloudflare London, LLC","11","LIR Services","80","socks4","3603","1","2024-02-06T16:59:03.846Z","100","5936","5937"
"103.194.89.173","elite","AS134319","IN","Elyzium Technologies Pvt. Ltd.","196","Elyzium Technologies Pvt. Ltd.","9898","socks4","1295","1","2024-02-06T16:59:03.836Z","98","5931","6032"
"51.91.151.47","elite","AS16276","FR","OVH SAS","10","OVH","53341","socks5","4597","1","2024-02-06T16:59:03.845Z","100","6011","6011"
"142.166.131.50","elite","AS855","CA","Bell Canada","299","Bell Canada","5678","socks4","1703","1","2024-02-06T16:58:58.939Z","73","4331","5894"
"211.174.105.18","elite","AS4766","KR","Korea Telecom","298","Netropy","4153","socks4","1711","1","2024-02-06T16:58:58.944Z","100","5945","5960"
"36.92.96.179","elite","AS7713","ID","Telekomunikasi Indonesia","199","Temporary","5678","socks4","2190","86","2024-02-06T16:58:58.941Z","99","5981","6041"
"181.66.37.143","elite","AS6147","PE","Telefonica del Peru S.A.A.","189","Telefonica del Peru S.A.A","4153","socks4","4199","1","2024-02-06T16:58:58.943Z","67","4056","6050"
"123.235.134.21","elite","AS4837","CN","CNC Group CHINA169 Shandong Province Network","196","N/A","44844","socks4","3889","1","2024-02-06T16:58:54.431Z","84","5060","6014"
"202.29.237.187","elite","AS4621","TH","Office of Info.Tech. Admin. for Educational Development","295","Office of Info.Tech. Admin. Educational Development","7497","socks5","1609","84","2024-02-06T16:58:54.428Z","95","5736","6040"
"186.251.255.245","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","207","Seanet Telecom Carazinho Eireli","31337","socks4","4518","1","2024-02-06T16:58:54.434Z","86","5186","6005"
"170.233.117.44","elite","AS264738","AR","Sebastian Souto","284","Sebastian Souto","5678","socks4","4999","1","2024-02-06T16:58:54.429Z","98","5867","5962"
"164.132.68.216","elite","AS16276","FR","OVH SAS","82","EL Zayat Hadi","8888","socks4","4510","1","2024-02-06T16:58:54.629Z","100","6070","6075"
"43.132.128.186","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","298","Tencent Cloud Computing","24067","socks5","5096","1","2024-02-06T16:58:54.442Z","99","5839","5898"
"172.67.150.173","elite","AS13335","CA","Cloudflare, Inc.","11","Cloudflare, Inc.","80","socks5","4201","1","2024-02-06T16:58:54.437Z","100","6039","6039"
"103.53.63.94","elite","AS24554","IN","Five Network Solution India Ltd","127","Hi5 Broadband Pvt Ltd","5678","socks4","2410","1","2024-02-06T16:58:54.631Z","99","5980","6027"
"2.137.22.252","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","53","N/A","4153","socks4","1991","2","2024-02-06T16:58:49.529Z","99","5979","6067"
"35.196.18.239","elite","AS15169","US","Google LLC","98","Google Cloud (us-east1)","80","socks5","4389","1","2024-02-06T16:58:49.537Z","100","6011","6013"
"27.128.203.134","elite","AS4134","CN","China Telecom","290","Chinanet HE","7300","socks5","2409","1","2024-02-06T16:58:49.535Z","86","5128","5958"
"178.162.202.44","elite","AS28753","DE","Leaseweb Deutschland GmbH","17","Leaseweb Deutschland GmbH","1305","socks5","156","1","2024-02-06T16:58:49.737Z","100","6089","6091"
"114.242.125.237","elite","AS4808","CN","China Unicom Beijing Province Network","165","N/A","1080","socks5","4692","1","2024-02-06T16:58:49.533Z","88","5324","6058"
"157.230.111.195","elite","AS14061","DE","DigitalOcean, LLC","23","DigitalOcean, LLC","15080","socks4","1909","2","2024-02-06T16:58:44.129Z","99","5996","6036"
"202.93.229.2","elite","AS38758","ID","PT. HIPERNET INDODATA","179","Hypernet","8080","socks4","3203","1","2024-02-06T16:58:44.138Z","82","4943","6017"
"110.77.159.12","elite","AS131090","TH","CAT-BB","238","N/A","4145","socks4","4995","1","2024-02-06T16:58:44.133Z","62","3656","5904"
"175.173.223.104","elite","AS4837","CN","China Unicom Liaoning Province Network","188","N/A","28643","socks5","1196","1","2024-02-06T16:58:44.135Z","73","4413","6066"
"91.201.240.84","elite","AS31725","UA","ISP Shtorm","51","ISP Shtorm LTD","5678","socks4","3798","1","2024-02-06T16:58:39.533Z","86","5214","6054"
"202.107.231.156","elite","AS4134","CN","Chinanet","201","N/A","60000","socks4","596","1","2024-02-06T16:58:39.531Z","29","1740","5928"
"218.2.112.243","elite","AS4134","CN","China Telecom","218","Nanjing Forest Police University","80","socks5","2609","1","2024-02-06T16:58:39.530Z","89","5325","5999"
"103.94.133.93","elite","AS136128","ID","PT CITRA AKSES INDONUSA","164","PT CITRA AKSES INDONUSA","4153","socks4","4299","1","2024-02-06T16:58:39.532Z","99","5900","5979"
"109.73.191.101","elite","AS49924","IT","ECROM-MAIN","200","N/A","5678","socks4","1908","1","2024-02-06T16:58:39.529Z","64","3865","6057"
"103.87.212.15","elite","AS136429","BD","Arifuzzaman Auni","191","N/A","4153","socks4","4302","1","2024-02-06T16:58:39.634Z","43","2595","6005"
"149.202.164.5","elite","AS16276","FR","OVH SAS","81","OVH","41580","socks4","3011","1","2024-02-06T16:58:39.638Z","100","6021","6022"
"121.129.47.25","elite","AS4766","KR","Korea Telecom","281","N/A","1080","socks5","167","1","2024-02-06T16:58:34.243Z","81","4864","6013"
"186.94.94.31","elite","AS8048","VE","CANTV Servicios, Venezuela","201","CANTV Servicios, Venezuela","9064","socks4","5100","1","2024-02-06T16:58:34.241Z","16","949","6028"
"177.222.60.138","elite","AS27882","BO","Telefónica Celular de Bolivia S.A.","195","Telefónica Celular de Bolivia S.A","5678","socks4","503","1","2024-02-06T16:58:34.330Z","100","5994","6013"
"84.38.189.241","elite","AS49505","RU","OOO \"Network of data-centers \"Selectel\"","42","N/A","30073","socks4","2592","1","2024-02-06T16:58:34.326Z","98","5858","5995"
"181.3.93.211","elite","AS7303","AR","Telecom Argentina S.A.","289","Telecom Personal Bs","1080","socks4","1396","1","2024-02-06T16:58:34.334Z","41","2446","5959"
"167.235.228.202","elite","AS24940","DE","Hetzner Online GmbH","81","Hetzner","5208","socks5","4194","1","2024-02-06T16:58:34.428Z","98","5913","6064"
"93.103.8.183","elite","AS34779","SI","T-2 d.o.o.","31","N/A","4153","socks4","4299","1","2024-02-06T16:58:34.328Z","99","5993","6028"
"81.199.14.49","elite","AS36892","GB","IPTEC Limited","190","Gilat Satcom Ltd.","1088","socks4","3014","1","2024-02-06T16:58:34.244Z","99","5966","6037"
"154.113.161.145","elite","AS37282","NG","Mainone Cable Company","181","Mainone Cable Company","5678","socks4","4292","1","2024-02-06T16:58:29.437Z","100","5879","5892"
"34.64.4.27","elite","AS139070","SG","Google Asia Pacific Pte. Ltd.","251","Google LLC","80","socks4","1301","1","2024-02-06T16:58:29.435Z","100","5933","5933"
"167.71.171.26","elite","AS14061","US","DigitalOcean, LLC","92","DigitalOcean, LLC","44550","socks5","4495","1","2024-02-06T16:58:29.428Z","14","829","5973"
"202.165.47.49","elite","AS17538","ID","Circlecom","168","N/A","5678","socks4","4102","1","2024-02-06T16:58:29.429Z","100","5932","5960"
"130.185.213.146","elite","AS48917","BG","Optinet Ltd","44","Optinet Ltd","5678","socks4","3585","1","2024-02-06T16:58:29.438Z","99","5975","6015"
"150.230.96.150","elite","AS31898","JP","Oracle Corporation","280","Oracle Cloud Infrastructure (ap-tokyo-1)","19291","socks5","4208","1","2024-02-06T16:58:29.439Z","100","6034","6060"
"1.20.169.88","elite","AS23969","TH","TOT Public Company Limited","156","TOT Mobile Co LTD","4153","socks4","903","1","2024-02-06T16:58:25.035Z","65","3948","6075"
"204.10.182.34","elite","AS1819","US","DCM Cable Inc.","100","DCM Cable Inc","39593","socks4","3209","1","2024-02-06T16:58:25.036Z","100","6062","6073"
"202.159.35.189","elite","AS9340","ID","PT IndoInternet","165","N/A","443","socks4","2310","1","2024-02-06T16:58:24.929Z","100","5971","6000"
"68.183.232.4","elite","AS14061","SG","DigitalOcean, LLC","172","DigitalOcean, LLC","3128","socks5","4990","1","2024-02-06T16:58:24.846Z","100","5963","5967"
"70.32.26.23","elite","AS55293","US","A2 Hosting, Inc.","90","A2 Hosting, Inc.","36546","socks5","4203","1","2024-02-06T16:58:24.938Z","100","5876","5886"
"186.226.145.228","elite","AS28343","BR","Unifique Telecomunicações SA","204","UNIFIQUE TELECOMUNICACOES S/A","4145","socks4","4801","1","2024-02-06T16:58:24.939Z","99","6064","6095"
"8.218.205.195","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","382","Alibaba.com Singapore E-Commerce Private Limited","5555","socks5","9497","1","2024-02-06T16:58:24.937Z","59","3538","6034"
"185.203.220.16","elite","AS211974","ES","Airecom Internet, S.L.","86","Airecom Servers","1080","socks4","5002","1","2024-02-06T16:58:20.032Z","98","5888","6029"
"176.102.70.102","elite","AS41929","RU","Sistemy Svyazi Llc","58","Sistemy Svyazi Llc","1080","socks5","5007","1","2024-02-06T16:58:20.028Z","99","6017","6055"
"110.77.184.80","elite","AS131090","TH","CAT Telecom Public Company Limited","295","CAT BB","4145","socks4","4507","1","2024-02-06T16:58:19.931Z","93","5551","5987"
"47.74.18.0","elite","AS45102","JP","Alibaba Cloud LLC","289","ALICLOUD-JP","38080","socks5","895","1","2024-02-06T16:58:15.433Z","64","3872","6023"
"186.251.255.29","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","206","Seanet Telecom Carazinho Eireli","31337","socks4","2105","1","2024-02-06T16:58:15.437Z","100","6016","6044"
"182.253.247.245","elite","AS17451","ID","BIZNET","171","N/A","4153","socks4","1296","1","2024-02-06T16:58:15.428Z","70","4249","6032"
"135.181.78.38","elite","AS24940","FI","Hetzner Online GmbH","38","Hetzner","60063","socks5","4710","1","2024-02-06T16:58:15.539Z","100","6010","6012"
"172.104.56.209","elite","AS63949","SG","Akamai Technologies","196","Linode","9050","socks5","2799","1","2024-02-06T16:58:15.434Z","99","5999","6062"
"45.77.99.122","elite","AS20473","US","The Constant Company","82","Vultr Holdings, LLC","20473","socks4","4400","1","2024-02-06T16:58:10.434Z","83","4924","5909"
"177.38.5.87","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","227","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4092","1","2024-02-06T16:58:10.437Z","86","5139","5947"
"140.250.144.18","elite","AS4134","CN","Chinanet","213","Chinanet SD","1080","socks4","3496","1","2024-02-06T16:58:10.444Z","83","4956","5969"
"5.135.191.18","elite","AS16276","FR","OVH SAS","5","OVH","9100","socks5","1113","1","2024-02-06T16:58:10.439Z","99","5889","5939"
"121.13.229.213","elite","AS4134","CN","Chinanet","281","Chinanet GD","61401","socks4","2501","1","2024-02-06T16:58:10.436Z","86","5151","6016"
"103.60.137.17","elite","AS134016","IN","Velocity Internet India Private Ltd","182","Velocity Internet India Private Ltd","4153","socks4","4589","1","2024-02-06T16:58:10.442Z","98","5860","5983"
"98.206.244.30","elite","AS33491","US","Comcast Cable Communications, LLC","117","Comcast Cable Communications, Inc.","18301","socks4","3613","1","2024-02-06T16:58:10.430Z","100","5973","5979"
"168.227.158.29","elite","AS52898","BR","Multipla Serviços Inteligentes","288","Multipla Serviços Inteligentes","4145","socks4","2421","1","2024-02-06T16:58:10.443Z","97","5801","5961"
"31.146.161.194","elite","AS35805","GE","JSC \"Silknet\"","75","Silknet Gpon","5678","socks4","4097","1","2024-02-06T16:58:10.433Z","97","5819","6019"
"202.142.167.210","elite","AS9260","PK","Multinet Broadband","129","Multinet Broadband","1080","socks4","501","1","2024-02-06T16:58:05.943Z","97","5861","6041"
"196.0.39.50","elite","AS21491","UG","Uganda Telecom Ltd","166","UTL","5678","socks4","4489","2","2024-02-06T16:58:05.841Z","75","4490","5975"
"103.141.148.62","elite","AS138890","ID","PT Acehlink Media","300","N/A","5678","socks4","4599","1","2024-02-06T16:58:05.832Z","99","5986","6036"
"190.111.238.127","elite","AS11014","AR","CPS","176","CPS","49017","socks4","4489","1","2024-02-06T16:58:05.830Z","99","6035","6070"
"212.5.132.74","elite","AS8866","BG","BTC Plc","58","Bulgarian Telecommunications Company Plc.","5678","socks4","3594","1","2024-02-06T16:58:05.842Z","100","6013","6023"
"36.89.183.77","elite","AS7713","ID","PT. Telekomunikasi Indonesia","219","Telekomunikasi Indonesia","31802","socks4","4300","83","2024-02-06T16:58:00.832Z","99","5969","6034"
"101.43.135.124","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","168","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks4","3614","1","2024-02-06T16:58:00.733Z","75","4563","6063"
"103.47.93.237","elite","AS134058","IN","Broban Internet Services Pvt.ltd","174","Broban  PVT Ltd.","1080","socks4","4013","1","2024-02-06T16:58:00.837Z","99","6014","6062"
"101.33.200.32","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","211","Tencent Cloud Computing (Beijing) Co., Ltd","8000","socks5","890","1","2024-02-06T16:57:56.128Z","83","4916","5902"
"103.102.219.25","elite","AS137038","BD","Zubair IT Expert","200","zubairitexpert","44550","socks4","5090","1","2024-02-06T16:57:56.138Z","99","5980","6046"
"50.47.75.212","elite","AS20055","US","Wholesail networks LLC","152","Ziply Fiber","5678","socks4","5001","1","2024-02-06T16:57:56.141Z","93","5629","6052"
"121.13.252.60","elite","AS4134","CN","Chinanet","210","Chinanet GD","61401","socks4","3702","1","2024-02-06T16:57:56.134Z","87","5127","5914"
"197.254.7.86","elite","AS15808","KE","ACCESSKENYA","131","N/A","4145","socks4","2108","1","2024-02-06T16:57:56.133Z","97","5887","6062"
"138.68.132.158","elite","AS14061","GB","DigitalOcean, LLC","14","DigitalOcean, LLC","8118","socks5","3202","1","2024-02-06T16:57:56.136Z","100","5905","5905"
"43.157.8.159","elite","AS132203","DE","Aceville Pte.ltd","13","N/A","443","socks4","3701","1","2024-02-06T16:57:51.633Z","33","1987","6024"
"202.159.30.1","elite","AS9340","ID","PT IndoInternet","161","N/A","443","socks4","1615","1","2024-02-06T16:57:51.436Z","99","5936","5981"
"200.152.100.194","elite","AS21571","BR","MLS Wireless S/A","232","MLS Projetos de Informatica","1080","socks5","3907","1","2024-02-06T16:57:51.446Z","97","5797","6004"
"177.223.48.126","elite","AS263500","BR","Star Telecom S/A","192","Star Telecom S/A","52104","socks4","2607","1","2024-02-06T16:57:51.439Z","99","6011","6058"
"45.196.151.62","elite","AS7018","US","AT&T Services, Inc.","90","AQUA Networks Limited","5432","socks5","412","1","2024-02-06T16:57:51.442Z","98","5929","6026"
"45.249.101.4","elite","AS135411","BD","Red Grapes Pte Ltd","165","N/A","56457","socks4","4514","1","2024-02-06T16:57:51.444Z","99","6018","6050"
"168.205.217.58","elite","AS264869","BR","SPEED MAX TELECOMUNICAÇÕES LTDA ME","214","SPEED MAX TELECOMUNICAÇÕES LTDA ME","4145","socks4","4706","1","2024-02-06T16:57:51.434Z","85","5148","6035"
"83.168.84.130","elite","AS35179","PL","ESPOL-FH","82","N/A","4153","socks4","2083","1","2024-02-06T16:57:51.635Z","51","3046","6003"
"181.114.232.59","elite","AS265714","CL","TV CABLE DEL SUR LTDA","255","TV CABLE DEL SUR EIRL","31337","socks4","4989","1","2024-02-06T16:57:46.539Z","97","5870","6043"
"104.16.108.234","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5006","2","2024-02-06T16:57:46.532Z","100","6040","6042"
"34.110.150.54","elite","AS396982","US","Google LLC","2","Google Cloud","3128","socks5","3800","2","2024-02-06T16:57:46.629Z","100","5920","5920"
"103.117.108.169","elite","AS137935","BD","I Link Internet Service (I.T)","200","I Link Internet Service (I.T)","4153","socks4","4898","1","2024-02-06T16:57:46.534Z","98","5722","5822"
"110.77.197.86","elite","AS131090","TH","CAT-BB","228","N/A","4145","socks4","4998","1","2024-02-06T16:57:46.541Z","73","4378","5965"
"183.88.78.114","elite","AS45629","TH","Triple T Broadband Public Company Limited","164","Triple T Broadband Public Company Limited","8080","socks5","5098","1","2024-02-06T16:57:46.545Z","94","5604","5944"
"222.129.36.1","elite","AS4808","CN","China Unicom Beijing Province Network","163","N/A","4145","socks4","2705","2","2024-02-06T16:57:46.446Z","82","4901","5978"
"31.42.57.129","elite","AS205318","UA","Limited Liability Company AVATOR ISP","49","\"Merlin-Telekom\" LLC","3699","socks4","158","1","2024-02-06T16:57:42.029Z","100","6033","6041"
"177.38.5.42","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","226","FÁBIO MENDES DIAS LTDA ME","4153","socks4","5006","1","2024-02-06T16:57:41.838Z","89","5347","5996"
"185.238.228.96","elite","AS209242","GB","Cloudflare London, LLC","12","Invermae Solutions SL","80","socks4","1207","1","2024-02-06T16:57:41.928Z","100","5917","5917"
"114.99.8.172","elite","AS4134","CN","Chinanet","281","Chinanet AH","8004","socks4","396","1","2024-02-06T16:57:41.930Z","59","3576","6088"
"185.83.186.30","elite","AS58256","IR","Rayaneh Gostar Farzanegan Ahvaz LTD","117","Rayaneh Gostar Farzanegan Ahwaz Company LTD","4145","socks4","6024","1","2024-02-06T16:57:41.845Z","46","2700","5928"
"154.73.85.1","elite","AS327776","BW","STATURE (PTY) LTD","191","Ncbw","57932","socks4","3509","1","2024-02-06T16:57:41.843Z","99","6033","6094"
"104.16.207.86","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks5","2798","1","2024-02-06T16:57:35.828Z","100","6030","6030"
"103.101.230.196","elite","AS17451","ID","Biznet Networks","173","PT Biznet Multi Media","5678","socks4","3012","1","2024-02-06T16:57:31.233Z","87","5256","6053"
"149.20.253.52","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","4111","1","2024-02-06T16:57:31.340Z","100","6076","6086"
"64.119.30.126","elite","AS17882","MN","MCS Com Co Ltd","123","Univision LLC","5678","socks4","3196","1","2024-02-06T16:57:31.143Z","100","5928","5950"
"159.65.116.119","elite","AS14061","DE","DigitalOcean, LLC","29","DigitalOcean, LLC","30199","socks5","4308","1","2024-02-06T16:57:31.338Z","95","5754","6040"
"185.169.181.12","elite","AS34984","TR","Ates Dc","57","Ibrahim MALA trading as Ates Dc","4145","socks4","4000","1","2024-02-06T16:57:31.341Z","100","6108","6129"
"36.66.151.17","elite","AS7713","ID","PT. Telekomunikasi Indonesia","198","N/A","4673","socks4","4603","1","2024-02-06T16:57:26.331Z","10","621","6025"
"31.172.66.166","elite","AS49063","RU","FORNEX","50","Fornex Hosting S.L.","20557","socks4","3394","1","2024-02-06T16:57:26.445Z","87","5238","5997"
"202.21.117.126","elite","AS9484","MN","Mobinet LLC","121","N/A","5678","socks4","3388","1","2024-02-06T16:57:26.241Z","100","6034","6040"
"45.196.150.222","elite","AS7018","US","AT&T Services, Inc.","86","AQUA Networks Limited","5432","socks4","3200","1","2024-02-06T16:57:26.238Z","98","5869","5973"
"197.234.13.54","elite","AS36902","SC","Intelvision","185","Intelvision Ltd","4145","socks4","2604","85","2024-02-06T16:57:21.733Z","99","6017","6062"
"103.47.93.199","elite","AS134058","IN","Broban Internet Services Pvt.ltd","171","Broban  PVT Ltd.","13405","socks5","4904","1","2024-02-06T16:57:21.927Z","99","6001","6061"
"191.253.106.140","elite","AS28343","BR","Unifique Telecomunicações SA","207","UNIFIQUE TELECOMUNICACOES S/A","8080","socks4","1610","1","2024-02-06T16:57:21.843Z","93","5614","6062"
"195.2.71.201","elite","AS48282","RU","VDSINA","48","N/A","16072","socks5","4891","1","2024-02-06T16:57:21.929Z","96","5825","6043"
"213.16.81.147","elite","AS12301","HU","Invitech ICT Services Kft.","67","SzerSzoft","5678","socks4","485","1","2024-02-06T16:57:21.734Z","99","6053","6100"
"47.242.149.229","elite","AS45102","HK","Alibaba.com LLC","297","Hong Kong","443","socks5","4096","1","2024-02-06T16:57:16.445Z","84","5004","5922"
"75.119.200.27","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","23456","socks4","65","1","2024-02-06T16:57:16.443Z","72","4350","6031"
"162.255.108.5","elite","AS54755","US","Desert Winds Wireless","183","Desert Winds Wireless Inc","5678","socks4","2904","1","2024-02-06T16:57:16.529Z","100","6052","6070"
"172.67.219.60","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","2398","1","2024-02-06T16:57:16.532Z","100","5876","5876"
"177.72.112.161","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","195","Prompt Brasil Solucoes EM TI Ltda","31164","socks4","2689","1","2024-02-06T16:57:11.729Z","100","6015","6043"
"113.128.66.240","elite","AS4134","CN","Chinanet","233","Chinanet SD","44844","socks5","1825","1","2024-02-06T16:57:11.743Z","40","2394","5972"
"171.248.245.94","elite","AS7552","VN","Viettel Corporation","280","VIETEL","5678","socks4","157","81","2024-02-06T16:57:11.737Z","64","3838","5967"
"119.148.37.198","elite","AS23923","BD","Agni Systems Limited","194","Agni Systems Ltd.","1088","socks4","3902","1","2024-02-06T16:57:11.742Z","99","5858","5947"
"178.63.244.28","elite","AS24940","DE","Hetzner Online GmbH","23","N/A","4003","socks4","2690","1","2024-02-06T16:57:11.838Z","99","5911","5987"
"45.112.125.62","elite","AS58369","ID","FIBERNET","163","N/A","4145","socks5","4212","1","2024-02-06T16:57:11.739Z","99","6041","6090"
"149.20.253.126","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","6015","1","2024-02-06T16:57:06.937Z","100","6032","6043"
"177.125.166.218","elite","AS262346","BR","FP Telecomunicacoes Ltda","242","FP Telecomunicacoes Ltda","4145","socks4","4905","1","2024-02-06T16:57:06.638Z","72","4347","6003"
"103.120.202.53","elite","AS63526","BD","Carnival Internet","176","N/A","5678","socks4","1102","83","2024-02-06T16:57:06.640Z","96","5680","5915"
"165.84.180.124","elite","AS10103","HK","Hong Kong Broadband Network Ltd","230","Hong Kong Broadband Network Ltd","45927","socks4","4700","2","2024-02-06T16:57:06.636Z","96","5744","5967"
"43.153.170.206","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","257","Tencent Cloud Computing","13220","socks4","3714","1","2024-02-06T16:57:06.730Z","97","5860","6023"
"116.212.142.75","elite","AS38235","KH","MekongNet","176","N/A","33427","socks4","3284","1","2024-02-06T16:57:06.728Z","84","5105","6082"
"114.88.100.108","elite","AS4812","CN","China Telecom (Group)","209","Chinanet SH","57114","socks4","5013","1","2024-02-06T16:57:01.730Z","64","3770","5896"
"192.3.54.198","elite","AS36352","US","HostPapa","104","RackNerd LLC","3128","socks4","4310","81","2024-02-06T16:57:01.830Z","100","6101","6102"
"110.136.161.167","elite","AS7713","ID","Telekomunikasi Indonesia","282","N/A","8080","socks4","597","1","2024-02-06T16:57:01.728Z","80","4777","5941"
"154.159.243.94","elite","AS36926","KE","Airtel KE Mobile Broadband","171","N/A","4673","socks4","1397","1","2024-02-06T16:57:01.643Z","32","1919","6046"
"87.255.13.217","elite","AS35810","RU","BIG TELECOM CLOSED JSC","50","N/A","8080","socks4","3105","1","2024-02-06T16:56:56.637Z","100","6055","6071"
"80.242.34.242","elite","AS44234","SK","GAYA","27","Business services","80","socks4","3887","1","2024-02-06T16:56:56.528Z","100","5937","5937"
